token,count
myemyela,2
šitwe,2
fetile,2
lote,2
nwela,2
molokong,2
rakgwebo,2
meriti,2
volumo,2
gangwa,2
boteenyana,2
bošemane,2
economy,2
alumni,2
dubega,2
monarchs,2
lahlegilego,2
utswitšwego,2
irata,2
ageletšwe,2
pegosemmušo,2
kaonafala,2
nkgolwe,2
tshepa,2
laya,2
iphumola,2
harry,2
tšhweu,2
auxiliary,2
kennedy,2
center,2
ipeetše,2
middle,2
ages,2
warra,2
boikgantšho,2
sekeng,2
karogantšho,2
belaele,2
bloc,2
mothuši,2
mokgekolommaphala,2
felegetša,2
tshekong,2
bolokegago,2
kgwaletšo,2
nthomile,2
ikhomoletše,2
tlhakolane,2
kgakganago,2
phurelwe,2
phethela,2
iphora,2
goletše,2
angwago,2
plate,2
petunia,2
dithaka,2
kgobokanang,2
tšokatšokišwe,2
dimilione,2
diket,2
episcopal,2
matamong,2
ratwago,2
kahle,2
bjoko,2
unity,2
oau,2
tletlolo,2
sekgotla,2
chiefs,2
hlenghleng,2
mminokua,2
jeremane,2
bele,2
swerekopano,2
setifikheiti,2
dikagare,2
kgolego,2
seyalemoya,2
ngwadišwa,2
mefsa,2
tlwaelago,2
tlotšwa,2
fluoride,2
kgontpha,2
monnyane,2
mmakatšang,2
setatara,2
šišitšego,2
bobadi,2
bongwadi,2
sekasediko,2
setalamorogo,2
eyang,2
palote,2
dikhonferense,2
dišele,2
laetšwago,2
mogafi,2
etshwa,2
boelwe,2
maindia,2
mongmabu,2
homotše,2
phadimong,2
kgokagano,2
thomilego,2
amogelana,2
phenkgišana,2
šemo,2
swarana,2
sekhemikhale,2
kwenakwena,2
aloe,2
tiago,2
magalagapeng,2
tshwenyege,2
reke,2
bupi,2
ditšhielano,2
tlhohleletšopolaong,2
lefša,2
tia,2
basomi,2
tsona,2
lekotšwe,2
lekotše,2
bokolela,2
apeela,2
iss,2
diphetogo,2
letšhologo,2
mošimane,2
lebelediša,2
khastate,2
difiwa,2
baithaupi,2
filwegoi,2
tlhaologanyao,2
rakgetse,2
atlapšhela,2
rurigomme,2
tlalayae,2
lerotse,2
mehweleretshipi,2
ponyologa,2
tsošitše,2
lešaetšana,2
tshekontle,2
pheletšo,2
hlatloga,2
jewe,2
thankobela,2
hlohleletša,2
somisana,2
nngadiša,2
mmolayago,2
total,2
motsenagare,2
bobona,2
gobošwa,2
mohlapo,2
logo,2
ntšwa,2
sesepe,2
poratšhe,2
roka,2
ketekwago,2
sekhwiti,2
gononwago,2
galagala,2
feleletšago,2
hloletše,2
moradu,2
malwetši,2
ithwešitše,2
jokoye,2
asešogo,2
alekana,2
setatšhe,2
kgobutla,2
pounama,2
latwa,2
lebišago,2
thušitše,2
bokgobapuku,2
akarešwe,2
mohumagadi,2
bhe,2
kokobane,2
smart,2
ane,2
maakana,2
kgothotšwego,2
okare,2
kampilwe,2
kgethong,2
hlahleng,2
gathema,2
peace,2
teo,2
boutelago,2
hlapetšamagora,2
dinagamabapi,2
thibelago,2
phohlela,2
notlelage,2
tiragalong,2
studio,2
boikanotshepetšo,2
nyabele,2
boledišanwa,2
šielana,2
khuet,2
rebola,2
sapina,2
akanywago,2
dudišemo,2
bomotlatšo,2
sefofane,2
tšeosephetho,2
kgelošo,2
ditamolo,2
hlongweng,2
dipeeletšo,2
nteile,2
tšekhwi,2
difaele,2
paul,2
mapaeng,2
misaele,2
agilwe,2
phahlane,2
maleu,2
botalalerata,2
banngwe,2
profešenale,2
bohlolwa,2
thekgeletšong,2
tšhutišo,2
latofaletšwa,2
bosernyi,2
nyatšega,2
botegelana,2
botšana,2
nkgorometša,2
man,2
itirile,2
kgošana,2
rethuše,2
ipshinnego,2
biditše,2
matsebetsebe,2
dirantaranta,2
balata,2
khiro,2
ditlwaelwa,2
ikamanya,2
efoga,2
senate,2
apeile,2
gopotša,2
diragatšwe,2
thubegile,2
madulong,2
motswadiši,2
sebjalo,2
peresente,2
mopududu,2
sefepi,2
lesometharo,2
etlo,2
dirišitšwe,2
rwalela,2
direkišwa,2
boithobollong,2
sethifailwego,2
selekiša,2
momagane,2
momaganywa,2
fihlelelego,2
tlišetša,2
tšhobolo,2
theetše,2
botlatla,2
dikopišwa,2
tshepišitše,2
baratho,2
brenda,2
phoka,2
phatleng,2
segatamorokwana,2
sejamere,2
kamphela,2
marung,2
tšwelelego,2
bonwelo,2
dihotele,2
ditlelapo,2
fetšwago,2
dikgorotshekong,2
dijotše,2
ture,2
tshomišo,2
motšoko,2
timela,2
melalekope,2
pelegišo,2
basepetšakgetsi,2
ditlapele,2
lenaneotherong,2
baromilwe,2
bathotsoko,2
ditshepedišo,2
nkgo,2
masetlapelo,2
kerafong,2
dipapetla,2
dipoledišanong,2
kuba,2
kwepipa,2
ditlhalopo,2
batlabatlile,2
ofišago,2
tšhiritšhiri,2
tlhako,2
kgonthišiše,2
tlhokego,2
tlhatlošo,2
tshela,2
thušega,2
sedirišwa,2
ragaka,2
gannyane,2
hlaotšwe,2
rumulwa,2
rekile,2
hlabollago,2
methopothušo,2
hlokomellwe,2
imeile,2
ntoro,2
tšhengwaneng,2
topological,2
southeast,2
moeti,2
logiše,2
memorial,2
cemetery,2
thibega,2
kuagodimo,2
diphusese,2
difepi,2
august,2
representative,2
phonyokga,2
kgobe,2
itsebiše,2
leboto,2
theory,2
mehutahutana,2
tiripo,2
coronary,2
artery,2
disease,2
amogelege,2
mmolediše,2
seburu,2
šikinya,2
thinya,2
mokaka,2
tebalelo,2
šišinyago,2
bonagalogo,2
maitekelong,2
phulega,2
angwa,2
butšweditše,2
magwera,2
rakeng,2
dikrayoni,2
dithining,2
meisie,2
testamente,2
historic,2
lekeišeneng,2
tleng,2
iphetošeditseketseke,2
letamo,2
toto,2
koto,2
dithekisi,2
bonnete,2
bopege,2
segwa,2
kokotlela,2
kokotletša,2
fafatla,2
tlotlwa,2
modikologeng,2
lepanka,2
tlemelele,2
khutiše,2
gaboima,2
khutšiši,2
patlame,2
lebatong,2
gabobebe,2
seswantšhokgopolo,2
mohlagareng,2
ipshinne,2
mphufutšo,2
phatla,2
nwešwa,2
lehlakana,2
magakala,2
monagedi,2
khathuni,2
itekanela,2
thibetšwe,2
dirišišwe,2
peseng,2
akanyetša,2
retšisetarwa,2
gaan,2
aan,2
lekalekanago,2
pr,2
maatlafatšwa,2
famabaka,2
boratladi,2
bohulwana,2
thlabadithamaga,2
tlamegile,2
phethagetšego,2
sengwalwana,2
botelele,2
tshwenyago,2
selee,2
hlatlogago,2
hlameng,2
tiragatšong,2
šadiša,2
ikhomotšang,2
didimo,2
itota,2
link,2
molotaleina,2
šilafatša,2
tlhweko,2
fenyago,2
beakanywe,2
hlohleletpa,2
lelemeng,2
akhronimi,2
moletlwana,2
boston,2
sox,2
furaletše,2
mogmabu,2
rente,2
patetšego,2
laletšwa,2
mogwebišani,2
lešetla,2
phetogelo,2
khwetšo,2
ihlokomela,2
phediša,2
seroba,2
mmelaelwa,2
mies,2
der,2
hweditšego,2
dikotsing,2
mmaneagwe,2
sefako,2
sapphire,2
mašwanedi,2
šeemo,2
abilego,2
d,2
mojalefa,2
kgethologanyweng,2
bafenyi,2
holofelwa,2
molahlakore,2
photofolio,2
tutuetšaneng,2
motangtang,2
letšwetše,2
napaa,2
laelana,2
fapakanya,2
borakgadiagwe,2
enišitšwego,2
berekago,2
mohlaki,2
nyentšha,2
tshetše,2
kheri,2
selula,2
tšenomikisi,2
kimologo,2
oo,2
kgaoletšago,2
thiša,2
polelotlaleletšo,2
aroge,2
tefelo,2
thwii,2
akhaonteng,2
binela,2
lapilego,2
tshwenyegilego,2
bokgabani,2
mohlabani,2
eletše,2
lebogiša,2
mokontraki,2
loketšwe,2
robetšwe,2
petrolong,2
tlišwa,2
mmone,2
šušukile,2
kgodišang,2
lebišitšwego,2
tokišetšo,2
moimana,2
belegelaago,2
thomeng,2
dungwa,2
petrolo,2
loto,2
bupeletpa,2
mathedithedi,2
dikologilwe,2
kebobotse,2
rarabololwe,2
mejetša,2
matswalo,2
tsintsinkelo,2
hlohleletše,2
mowa,2
ditlamelo,2
lefšago,2
garobowitsky,2
gabobona,2
diethiethi,2
thalela,2
mokgekolommagwe,2
homole,2
lufuno,2
tšhabeng,2
retha,2
lebota,2
mokgako,2
hloetše,2
boeletši,2
diramaanotshepetšo,2
sengwalweng,2
hlotšego,2
hlakahlakano,2
lelahlelwa,2
ijoo,2
nnyaka,2
ditšhupetšasefala,2
lewe,2
šuta,2
mehlaretsoko,2
digwere,2
matswamathi,2
manti,2
porofaele,2
emelago,2
šehlopha,2
šeo,2
nyakwagodi,2
bogege,2
nthate,2
sejokgolo,2
thule,2
ditšego,2
segagabi,2
merogo,2
lswao,2
hlomphollwa,2
ntshofaditšwego,2
tšhabiše,2
army,2
gwaa,2
anya,2
nepagala,2
piletšo,2
semmupo,2
bušetšwego,2
šireletšegilego,2
borakgwebopotlana,2
sebetša,2
moomela,2
nošetšwago,2
tsebagatšo,2
hlohleletšo,2
ngwalago,2
balege,2
tsebjego,2
mading,2
founu,2
ella,2
lwalago,2
booki,2
porofensi,2
sepetšwe,2
poelanyo,2
gapeletšege,2
mebolelwana,2
ntšhofaditšwego,2
ruthofala,2
swarwaga,2
bagononelwa,2
tšhobolwa,2
dirišana,2
bokgauswi,2
fofela,2
iketla,2
hunyetše,2
kgopana,2
mpimpi,2
setphaba,2
ntombikanani,2
linde,2
tshaeno,2
moikani,2
khuduego,2
hloriš,2
diinfentori,2
phimolwa,2
saenela,2
tumelelano,2
lenaneotlhahlo,2
empasi,2
khosuleiti,2
lebelpo,2
ditorong,2
ditoro,2
addis,2
gedi,2
neetšwego,2
mmapatši,2
aporele,2
boitemogelokakanywa,2
mengwagangwaga,2
tshekamelo,2
kitimišitše,2
warasetulo,2
mamatletša,2
taelong,2
tseparelo,2
konteraka,2
reela,2
molaba,2
segwai,2
hirišeditšwego,2
lahlwa,2
tswalana,2
ntaletša,2
moketšaneng,2
tshelo,2
motswalagwe,2
amogetše,2
mpea,2
thabaneng,2
difolaga,2
ditempe,2
dimentlele,2
tsebegego,2
thekio,2
setweletwa,2
mmatamela,2
mopeleto,2
šomišitšwe,2
mpolaye,2
leribiši,2
lepharong,2
leokodi,2
bošidi,2
mašilwane,2
anye,2
tsošološwa,2
ikhomolele,2
gep,2
dikgakgano,2
hlolegilego,2
mahu,2
ntahletše,2
penapenela,2
medile,2
kakatlela,2
bararo,2
mphetole,2
borakontraka,2
šomegago,2
pntšho,2
phutiane,2
podile,2
mohloding,2
tladitše,2
biloša,2
material,2
bursary,2
talente,2
semi-automatic,2
tsamaya,2
goja,2
ngwe,2
ntheka,2
šaena,2
plan,2
million,2
invita,2
applyelang,2
golang,2
dulela,2
commenta,2
personally,2
timing,2
nalego,2
information,2
follow,2
up,2
report,2
tšwile,2
pateng,2
record,2
angle,2
dipolitiki,2
kgoleswa,2
megabaru,2
tšwetše,2
baputseletšwa,2
teefatšo,2
instithušene,2
tlhokogeng,2
akaretše,2
pega,2
tšhafo,2
furu,2
iphsinne,2
matsaka,2
ditefio,2
kobegile,2
kobollwa,2
mmoditše,2
taere,2
batšwa,2
sehlabelo,2
mpherefere,2
moafrika,2
thušaka,2
sesengwe,2
kgokologe,2
bosele,2
hlabela,2
sekontari,2
dipolokelo,2
maitirelo,2
thutotšhomo,2
šuthišetša,2
šakeng,2
tswalelela,2
gagwege,2
are,2
baphatlalatši,2
publishers,2
tlošwa,2
ikgogomoša,2
topilego,2
ikwa,2
desert,2
storm,2
robagana,2
babotse,2
tšhepa,2
ditsebeng,2
queen,2
elizabeth,2
hlokometšwe,2
moagišani,2
kgobokanyopula,2
hlangwago,2
ntateletše,2
ngwalwetšwego,2
lahlegetšwe,2
iphetogela,2
tšhišinyo,2
khaete,2
bonoko,2
ntshwara,2
diwatšhene,2
nkiša,2
bank,2
direkoto,2
kgomaretšego,2
serurubele,2
throtlele,2
horišwe,2
teyana,2
fokotše,2
matshwenyego,2
bipelwa,2
gakale,2
legoratshepetšo,2
tliliniki,2
leamanyišala,2
hlaolwa,2
lešala,2
nketela,2
lapišwa,2
mmotšološoša,2
ntsebe,2
sonasebego,2
šomišwakudu,2
infleišene,2
hlatlogilego,2
kaegore,2
mohlomongweyamo,2
dihuku,2
nyakege,2
monamedi,2
maotwanahunyela,2
ditherišanong,2
hlohlomiša,2
maitshwarong,2
medirong,2
hwetšego,2
kobege,2
gabosele,2
mmaleruo,2
hlapetšwa,2
arolwago,2
ditikologwana,2
okeletša,2
kwišišo,2
ngwalwago,2
leonyane,2
ntshofaditše,2
lekakapa,2
fomo,2
kamogelano,2
kgotlelelano,2
tlhomphano,2
hlolegago,2
ngwagakgwedi,2
latelagotša,2
dinageng,2
ikgolaganya,2
kitimela,2
ahlolamahlo,2
modirišo,2
peelano,2
šišimišega,2
mainaina,2
sebakana,2
ozone,2
protection,2
olaotše,2
sephetephete,2
boledi,2
diepša,2
dokumente,2
itebanya,2
nameditše,2
sethutlong,2
wetšego,2
hirišwa,2
elego,2
khwalithi,2
ngwaletšwego,2
phuphu,2
dialla,2
fetišetša,2
khurumolla,2
thwapa,2
tšwelelago,2
tumammogo,2
puruputša,2
rakhemise,2
tšhwana,2
megalatšhika,2
numeric,2
character,2
references,2
fekse,2
emetšwego,2
mmušong,2
rwala,2
fapafapanago,2
nkapola,2
kobo,2
maoong,2
mmapitšana,2
hlagišitšwe,2
lešepa,2
bomakgolokhukhu,2
mamabolo,2
ragoga,2
reilwego,2
bolotša,2
fegwa,2
dikotlo,2
boipelaetšo,2
itlhokomologa,2
dibetša,2
tswalelwe,2
cite,2
author,2
babogedi,2
dikoteng,2
astronomical,2
ditšhitišo,2
dithoro,2
phuthusetša,2
taodišo,2
apeše,2
poeletšothomi,2
meholeng,2
boitapološo,2
bahumagadi,2
putuka,2
dikokoko,2
utolle,2
bonwago,2
gakantšha,2
mongwalo,2
sekamele,2
morui,2
itima,2
nakonyana,2
šupiwago,2
felelele,2
meganyaganyana,2
dikwano,2
turago,2
šita,2
lokelwe,2
tlaleletšwa,2
posong,2
kgotla,2
seeta,2
hlokagalago,2
elwe,2
greek,2
khutšišo,2
thobile,2
dumetše,2
moketšana,2
itebogiša,2
lekgotlatheramelao,2
dipanana,2
mmolaye,2
makgabo,2
latetšwe,2
molatodi,2
tshepelelano,2
tirišanompsha,2
emiša,2
tšhilafatšo,2
nkadime,2
buše,2
seprofešenale,2
hwetšae,2
swanetpe,2
lentši,2
ayotine,2
dirwego,2
gakaditše,2
kgwadi,2
legorwana,2
tekamahlatse,2
fasana,2
sepedš,2
bagaditšong,2
dirapeng,2
tsenyeletšwe,2
monamudi,2
yenngwe,2
boloke,2
rarabolola,2
dikgotlang,2
rotloetsa,2
manganga,2
fifa,2
fetoletšwe,2
ngwadišo,2
ditšhwene,2
kgothole,2
freedom,2
alafegego,2
amogetšego,2
mixed,2
martial,2
twenty,2
spinash,2
gas,2
tlileng,2
exhibita,2
mmasetrata,2
repo,2
parkeng,2
tic,2
tankana,2
address,2
crate,2
networkeng,2
bail,2
mukhabudi,2
šitiša,2
kelelo,2
interim,2
ngwega,2
dihlophana,2
ngangilwe,2
borokgo,2
maphodiseng,2
sindikheiti,2
priests,2
mebjalo,2
dikaratšhe,2
lefeletšwego,2
rejistara,2
western,2
tlhathollo,2
novels,2
kgabagareng,2
tabataba,2
tatofatšo,2
kgahlano,2
patše,2
boledišwanago,2
tlokwe,2
tsebiše,2
mosenyi,2
ithema,2
kgitlana,2
dijabana,2
setsopolwaneng,2
dipegelo,2
dipeipi,2
seneifi,2
mphiwafela,2
fantasy,2
dipego,2
ditlogolo,2
ditlogolokhukhu,2
ntšitšwe,2
wepesaete,2
thušitšego,2
nrata,2
rumile,2
phego,2
timetše,2
sentšwe,2
boithabi,2
fula,2
mereng,2
fenoga,2
dipoleiti,2
dikomiki,2
kwiše,2
afidabiti,2
kgomagantšwego,2
okobala,2
mal,2
papala,2
ditlou,2
gamakgoba,2
ntšhošetše,2
kgothatsa,2
itekanelago,2
hlomilwe,2
iponela,2
fokotšegilego,2
bophedišo,2
etla,2
sefaleng,2
rejistrara,2
boimao,2
letshitele,2
batsebalegi,2
native,2
bodikana,2
gomela,2
eka,2
hlokwa,2
phaphara,2
lešoba,2
italian,2
ntlhoboga,2
mmalehu,2
ledimadimana,2
dilwanalwana,2
bar,2
th,2
parties,2
oriental,2
maleteku,2
tswetšo,2
phuthegile,2
bekeng,2
amino,2
acid,2
canadian,2
pacific,2
railway,2
dibokwana,2
ipopela,2
manyokenyoke,2
nakeyena,2
iowa,2
akga,2
posts,2
ikaparetše,2
simple,2
impressa,2
style,2
doctor,2
nthekge,2
leseng,2
phorogohlo,2
phefšana,2
nosi,2
tlogediša,2
modu,2
dinta,2
ikemišeditšego,2
mathekeng,2
bakgethwa,2
engineering,2
task,2
phišegelo,2
atlegile,2
london,2
feksiwa,2
robalago,2
mopomo,2
phethagetpe,2
lentpu,2
ikepetpego,2
ditagi,2
akareditpe,2
sempe,2
tlemagantpwe,2
phošolle,2
sehlangwa,2
jela,2
baeletši,2
sethekniki,2
mankgagane,2
mabadi,2
keliod,2
ntebogiša,2
leitšibulo,2
ntšintši,2
khurumela,2
thekgwana,2
dinnete,2
gagwegore,2
direka,2
mofaning,2
hlalefetpa,2
lebelelwago,2
semetseng,2
metsotswaneng,2
šomane,2
šeripa,2
alawense,2
kgonthišiša,2
itekanetšego,2
ngongorega,2
robatšwa,2
leatla,2
nyumonia,2
mohlahli,2
baithutelabootledi,2
bjalokapampirigoba,2
mokgopa,2
kgethilwe,2
kantorokgolo,2
badirišanikawena,2
diphaka,2
ditshwanelo,2
raisibe,2
swaregile,2
hlaselwe,2
reta,2
diretokošana,2
holofetša,2
tshepagalo,2
bonagale,2
dikgokagano,2
humilego,2
bokgoša,2
mengwagantši,2
akanyegago,2
setatamentse,2
feme,2
kaonafatpwa,2
ega,2
sehloa,2
sekasehloa,2
pheteletšo,2
goreo,2
tsopolenomoro,2
hlatse,2
nyalelano,2
bušetša,2
ditlhahlobo,2
itšhidolla,2
hlakile,2
dikokwane,2
ampulanse,2
sekgonyollo,2
katlegong,2
thubilwe,2
mmasefolo,2
sele,2
tshwela,2
belegego,2
motsenela,2
ntlatlana,2
pelobohloko,2
bokopana,2
finilane,2
tšhile,2
korea,2
tlalelo,2
akame,2
tlamago,2
itumela,2
ofising,2
methepa,2
monamodi,2
kgokološa,2
khunama,2
ditshenyagelo,2
menontšha,2
itloditše,2
ntsena,2
gogela,2
tlhobaelo,2
bapalago,2
mailagošupša,2
nong,2
haleluya,2
lefelwego,2
gamamabolo,2
arabja,1
balekwa,1
šiši,1
mpheane,1
towe,1
mphumetše,1
fihlelelwago,1
kokobetša,1
otleleng,1
russian,1
khoutu,1
kwakwaletše,1
ntatelelago,1
diponto,1
didollar,1
nolega,1
mmoledi,1
motheeletši,1
mantefo,1
belegwego,1
madilo,1
kgotho,1
kgakgaregišwe,1
moranang,1
hlokomologwa,1
tšweletšego,1
fokotšegile,1
mojasagagwe,1
mošoro,1
dumago,1
legala,1
mohwelere,1
tlwaelege,1
thaetlele,1
ikgwahliša,1
ditšhipi,1
bolwetse,1
kleimelwago,1
thabantsho,1
hlolele,1
pipelo,1
bitietšwego,1
rutantšhwe,1
ntitela,1
tšhepile,1
sutu,1
ditalente,1
hwelela,1
mmotšišwa,1
kgopelwe,1
katološa,1
dinotagi,1
iphihle,1
tebile,1
badira,1
fetofetoge,1
tšhaena,1
šweu,1
tshwarompe,1
kopanago,1
ditulong,1
ditafoleng,1
balokiši,1
restorers,1
bahlokomela,1
hohwa,1
paekhaponeiti,1
kopantšwego,1
hlatlošwa,1
fetišwa,1
inventors,1
gannwe,1
apa,1
fitlha,1
imakatša,1
lokheišene,1
tshikota,1
senkweng,1
ngangišano,1
šuthe,1
krabiti,1
ngwaletšwe,1
boinaganelo,1
tlhagišo,1
kelotlhoko,1
sediko,1
kgokagana,1
tšhošitšwe,1
agilwego,1
moholegi,1
kgethegileng,1
ditšhabeng,1
maritime,1
tlola,1
mabakapheko,1
šitišwe,1
etele,1
dikantoro,1
hlokofatše,1
tswalanya,1
bokobo,1
tsebagatšago,1
netefatšwe,1
retšisetara,1
leroto,1
theepe,1
monyaku,1
tshepelo,1
tšharakano,1
tšeelelwa,1
nato,1
matereiale,1
leabela,1
magare,1
okeditšwe,1
seyalemoyeng,1
lananeong,1
onamagoši,1
hlaselanele,1
lokišwa,1
rekhoto,1
itshwantšha,1
batšofe,1
swantšwe,1
hlorišwa,1
itshepe,1
tlilo,1
tšeatšhelete,1
mpšane,1
hlokofale,1
salt,1
lake,1
ariel,1
sehloeng,1
mekamekana,1
tšhalelomorago,1
tlhahlamano,1
maikarabelong,1
phethilwego,1
porotšeke,1
gaborena,1
phokotšong,1
hweditšwego,1
motsemokhulu,1
tlogetšwego,1
senepeng,1
gob,1
moababohwa,1
lee,1
khosmiki,1
hlokomelwe,1
nkaremahlareng,1
hlalošwae,1
monnanna,1
sehlogong,1
tšweletšoleswa,1
sepiriti,1
kholetšheng,1
kodutla,1
monyakišiši,1
lenaneotirelo,1
nepad,1
bengdikabelo,1
ntlhahle,1
neelano,1
gapeleditše,1
mebaraka,1
lekodišiša,1
hupago,1
tšhiraka,1
nyanyeka,1
therakeng,1
atlegego,1
inela,1
hlakodiše,1
seswana,1
ganana,1
ditlhakakgolo,1
bakgotse,1
kgalela,1
bojagobe,1
tsentše,1
tsomago,1
hlološetše,1
opelago,1
ditsotsi,1
matho,1
tsepetšo,1
hunela,1
marokgo,1
fantisi,1
phethilwe,1
boswa,1
tshele,1
phegeletše,1
rakile,1
seokolela,1
futšwego,1
kgwebišanono,1
diintaseteri,1
kiletšo,1
osama,1
bin,1
laden,1
seboledi,1
ngwalwa,1
bomenemene,1
seatlakobong,1
tlhaolelabageno,1
taolompe,1
morafe,1
bolokegile,1
kuka,1
hlolela,1
mphumotše,1
šelana,1
hlokafetše,1
dingwetši,1
tafolaneng,1
palantshe,1
kgorametšwa,1
neelanwa,1
leraga,1
direrwa,1
faepa,1
šitišwa,1
beeletša,1
sebola,1
šomega,1
phadišane,1
bonagala,1
bolokege,1
mahlatši,1
arotšwego,1
phuthegwana,1
tagilwe,1
letele,1
bodiba,1
fedišitšwe,1
tefopušetšo,1
basading,1
gantpi,1
dikhathune,1
hlwaahlwa,1
binago,1
seša,1
feka,1
kgobokeditšego,1
ditswalle,1
neelana,1
bonalago,1
thikiša,1
tšhošetšo,1
letšhogo,1
bohwirihwitši,1
pipamolomo,1
biditšwe,1
boramabenkele,1
dikgontšhi,1
abelanwa,1
hlakane,1
kopanelo,1
khutsofatša,1
bonase,1
tšhušumetšo,1
ipuša,1
bofokodi,1
ditshwanelego,1
kopolo,1
kgotsa,1
hlamilego,1
wepsaete,1
dulasoweto,1
thwa,1
mokaone,1
dithipa,1
diforoko,1
theogele,1
meeno,1
isphine,1
dijotša,1
humanega,1
tpweletpa,1
mokgwatshepetšo,1
gapeletše,1
tlamego,1
nolofaditšwe,1
processing,1
unit,1
oxford,1
dictionary,1
mphaka,1
lekanyetpa,1
manigeria,1
bomolomo,1
bohloki,1
matsapeng,1
ikamologanya,1
tshwenye,1
letlalwana,1
mamila,1
tatalona,1
ditshasa,1
jana,1
molokomongwe,1
tšhitelego,1
fenyekolla,1
diraka,1
diwaeteropo,1
tlemilwego,1
phološitšwe,1
dumellega,1
moletšana,1
nang,1
šekašekwago,1
lebake,1
bakela,1
bolotšwa,1
krafo,1
diploko,1
mmetse,1
dimakatšo,1
thomegeng,1
tao,1
te,1
ching,1
bolelelwa,1
porofenseng,1
letšetša,1
boemedi,1
directors,1
tšhila,1
bolaye,1
seeleketeronikhali,1
rakhemisi,1
franklin,1
swarege,1
tswalelabanning,1
farelwa,1
khomphuthara,1
hlw,1
kgankga,1
feleleditše,1
hlatswe,1
based,1
heritage,1
sites,1
baseball,1
family,1
tšhouka,1
omelela,1
hwiti,1
tissa,1
dirupu,1
kgathwago,1
tšwaletšwego,1
abetšwego,1
bopšago,1
diphepo,1
ntlatalna,1
phoraebete,1
rarolotšwe,1
mananeong,1
borakgwebo,1
itshwarelela,1
setswetši,1
dithaele,1
gatakwa,1
hlagipwa,1
mmotoro,1
phumotšwego,1
utswitše,1
aketša,1
rutile,1
tpwelele,1
ntšhane,1
išane,1
resturenteng,1
economic,1
phrobenseng,1
leruri,1
bogareng,1
tekanyong,1
setereke,1
rurugaruruga,1
phumulo,1
phethagetše,1
hlagiša,1
basenyi,1
gagolanye,1
rathaganye,1
diripanaripana,1
mabonwa,1
huma,1
balwe,1
beakantšha,1
sepediše,1
beryl,1
swaneteše,1
bonalego,1
fetišetše,1
dirantana,1
sellathekeng,1
maleng,1
kganyoga,1
seko,1
electron,1
chain,1
pitšakgolo,1
dioli,1
polawa,1
welawela,1
ferekana,1
diphepheng,1
hwetšega,1
bomaknete,1
mašobanatlakala,1
didirwabaloi,1
tshelelago,1
rekelwa,1
hlobaela,1
bommagorena,1
bosesenyane,1
kgoke,1
ikgaoganya,1
kibeng,1
tšhošwa,1
tumiši,1
nawo,1
bokubu,1
bokwena,1
mokete,1
tsodii,1
batsebing,1
ngaletša,1
josip,1
broz,1
tito,1
homotšwe,1
pale,1
mojagobedi,1
tshephe,1
weletšo,1
ngwanamogolwago,1
jeff,1
nkukile,1
sohle,1
melaokakanywa,1
barutabana,1
dibakana,1
domeine,1
diphetošo,1
bopepetla,1
sekgalela,1
students,1
centre,1
market,1
district,1
fapogela,1
tlhanngwe,1
lebanese,1
miss,1
king,1
george,1
civil,1
diminerale,1
thwetšwego,1
bolefagwana,1
ditumelo,1
hlotlwa,1
cricket,1
joko,1
tatagonakeyena,1
pherefere,1
moropetse,1
tlalelwe,1
mpoledi,1
itlamile,1
hasan,1
ali,1
shah,1
thabišwe,1
dodgers,1
sekametše,1
lerotseng,1
original,1
male,1
bommaditsela,1
huane,1
khosetšhumo,1
rutha,1
bošilo,1
blessed,1
virgin,1
swiss,1
dialects,1
september,1
boiketlo,1
ipešotše,1
iphetile,1
tsube,1
hlokomedipitpe,1
mmutla,1
itebetše,1
diphoofologore,1
tsebalafwa,1
imperial,1
japanese,1
gadikwa,1
sausage,1
theknolotši,1
tšhutišego,1
phahameng,1
fofago,1
etetše,1
holegabjang,1
ipshinwa,1
atlege,1
diphedipano,1
tšhoko,1
pente,1
gašwa,1
selae,1
dinong,1
diphaephe,1
jewa,1
gora,1
tšerwe,1
tebu,1
itlhaganetšeng,1
tpwelopele,1
polelotlhohleletšo,1
mongwalelo,1
fahlilwego,1
nkalela,1
itesetše,1
poleiting,1
distributor,1
motato,1
borragwe,1
hlaselane,1
thopelana,1
katologano,1
phase,1
tlopa,1
gobale,1
ame,1
dipholisi,1
dikhontomo,1
tšhusumetšo,1
lefago,1
khaontareng,1
lenti,1
bomogwane,1
ikgothatša,1
rangwane,1
bahumi,1
ngangabetše,1
kodimele,1
sekgotse,1
feus,1
tobeletša,1
konotswana,1
lebotong,1
seedi,1
tlhalo,1
armenian,1
apostolic,1
sindikheithi,1
hlopmphe,1
babuši,1
dihlophi,1
dipipi,1
magaba,1
feng,1
agente,1
hlohleletšana,1
paris,1
retšweledi,1
bopharagahlaba,1
juale,1
direiti,1
saete,1
tshedimošetšo,1
dumelwa,1
rumiwa,1
bopilwego,1
leinantšu,1
mama,1
hwelahweleditšego,1
hlohloletšagore,1
kgomagano,1
nelspruit,1
selelo,1
baagišani,1
mehutangwalwa,1
bolayago,1
direkwa,1
kgathatšege,1
rejistarwa,1
tšatšikgweding,1
kwelobohloko,1
dipheto,1
tshwenyegago,1
bewe,1
dilokharing,1
fereya,1
hlaswa,1
mekgwana,1
ditšhila,1
taelelo,1
established,1
diplomatic,1
